bloque,variedad,siembra,cv
23.0,Potomac Early White,2020-03-06,49
23.0,Potomac Early Pink,2020-03-07,52
23.0,Potomac Early Pink,2020-03-07,53
23.0,Potomac Early White,2020-03-09,45
23.0,Potomac Early Pink,2020-03-09,49
23.0,Potomac Early White,2020-03-09,46
23.0,Potomac Early White,2020-03-09,46
10.0,Potomac Crimson,2020-03-10,63
23.0,Potomac Early White,2020-03-11,48
23.0,Potomac Early White,2020-03-11,41
23.0,Potomac Early Pink,2020-03-11,47
10.0,Potomac Crimson,2020-03-11,62
23.0,Potomac Early Pink,2020-03-11,49
23.0,Potomac Early Pink,2020-03-11,52
10.0,Potomac Early Yellow,2020-03-12,53
10.0,Potomac Early Pink,2020-03-13,52
10.0,Potomac Early Pink,2020-03-13,53
10.0,Potomac Early Yellow,2020-03-16,45
10.0,Potomac Early Pink,2020-03-20,49
10.0,Potomac Early Pink,2020-03-24,60
10.0,Potomac Early Yellow,2020-03-24,63
25.0,Potomac Early Pink,2020-03-26,56
10.0,Potomac Early Pink,2020-03-26,50
25.0,Potomac Early White,2020-03-26,50
25.0,Potomac Early Orange,2020-03-26,49
25.0,Potomac Early Pink,2020-03-27,54
10.0,Potomac Early White,2020-03-30,35
10.0,Potomac Early Pink,2020-03-31,41
10.0,Potomac Early Pink,2020-03-31,38
10.0,Potomac Early Pink,2020-03-31,51
10.0,Potomac Early White,2020-03-31,45
10.0,Potomac Early Pink,2020-04-01,45
23.0,Potomac Early White,2020-04-01,49
23.0,Potomac Early White,2020-04-02,49
23.0,Potomac Early Pink,2020-04-02,55
10.0,Potomac Early Yellow,2020-04-03,42
10.0,Potomac Early White,2020-04-03,45
23.0,Potomac Early Pink,2020-04-03,54
10.0,Potomac Early Pink,2020-04-03,55
10.0,Potomac Early White,2020-04-03,43
25.0,Potomac Early Pink,2020-04-07,52
25.0,Potomac Early Pink,2020-04-07,50
25.0,Potomac Early Pink,2020-04-07,52
25.0,Potomac Early Rosse,2020-04-07,56
23.0,Potomac Early White,2020-04-08,58
23.0,Potomac Early White,2020-04-08,58
23.0,Potomac Early White,2020-04-08,56
25.0,Potomac Early Yellow,2020-04-08,51
23.0,Potomac Early White,2020-04-08,56
23.0,Potomac Early Pink,2020-04-08,56
25.0,Potomac Early Pink,2020-04-11,56
25.0,Potomac Early Rosse,2020-04-11,53
25.0,Potomac Early Pink,2020-04-13,59
25.0,Potomac Early Rosse,2020-04-14,48
25.0,Potomac Early White,2020-04-15,44
25.0,Potomac Early Pink,2020-04-15,56
25.0,Potomac Early Pink,2020-04-16,51
23.0,Potomac Early White,2020-04-16,48
25.0,Potomac Early Pink,2020-04-16,51
25.0,Potomac Early Pink,2020-04-17,54
25.0,Potomac Early Pink,2020-04-17,59
25.0,Potomac Early Yellow,2020-04-17,50
25.0,Potomac Early Pink,2020-04-21,50
25.0,Potomac Early White,2020-04-22,45
25.0,Potomac Early Pink,2020-04-22,51
25.0,Potomac Early White,2020-04-22,48
25.0,Potomac Early White,2020-04-22,48
25.0,Potomac Early Pink,2020-04-22,50
25.0,Potomac Early Pink,2020-04-23,54
25.0,Potomac Early Pink,2020-04-23,57
25.0,Potomac Early Yellow,2020-04-24,52
25.0,Potomac Early Pink,2020-04-24,50
25.0,Potomac Early Pink,2020-04-25,49
25.0,Potomac Early Rosse,2020-04-25,56
25.0,Potomac Early Pink,2020-04-25,52
25.0,Potomac Early White,2020-04-27,47
25.0,Potomac Early White,2020-04-27,46
25.0,Potomac Early Pink,2020-04-27,43
25.0,Potomac Early White,2020-04-28,45
25.0,Potomac Early White,2020-04-28,45
25.0,Potomac Early White,2020-04-28,49
25.0,Potomac Early White,2020-04-29,35
25.0,Potomac Early Pink,2020-04-29,38
25.0,Potomac Early Pink,2020-04-29,44
25.0,Potomac Early White,2020-04-30,48
25.0,Potomac Early Pink,2020-05-02,46
7.0,Potomac Early Pink,2020-05-05,49
7.0,Potomac Early Yellow,2020-05-08,48
23.0,Potomac Early Rosse,2020-05-11,67
7.0,Potomac Early Pink,2020-05-12,49
7.0,Potomac Early Pink,2020-05-18,49
10.0,Potomac Early Yellow,2020-05-19,49
10.0,Potomac Early Pink,2020-05-20,52
10.0,Potomac Early Pink,2020-05-20,50
10.0,Potomac Early Pink,2020-05-21,49
10.0,Potomac Early Yellow,2020-05-22,49
23.0,Potomac Early Rosse,2020-05-27,54
10.0,Potomac Early Pink,2020-05-29,53
10.0,Potomac Early Yellow,2020-05-30,47
10.0,Potomac Early Yellow,2020-05-30,48
23.0,Potomac Early Rosse,2020-06-02,51
10.0,Potomac Early Pink,2020-06-02,49
10.0,Potomac Early White,2020-06-03,44
10.0,Potomac Early Pink,2020-06-03,48
10.0,Potomac Early Pink,2020-06-03,48
10.0,Potomac Early White,2020-06-04,47
10.0,Potomac Early Pink,2020-06-04,54
10.0,Potomac Early White,2020-06-05,46
10.0,Potomac Early Yellow,2020-06-05,50
23.0,Potomac Early Rosse,2020-06-08,56
10.0,Potomac Early Pink,2020-06-09,53
10.0,Potomac Early White,2020-06-09,51
10.0,Potomac Early White,2020-06-09,51
23.0,Potomac Early Pink,2020-06-10,54
23.0,Potomac Early Pink,2020-06-11,55
23.0,Potomac Early Pink,2020-06-11,54
23.0,Potomac Early Pink,2020-06-11,55
23.0,Potomac Early White,2020-06-11,50
23.0,Potomac Early Pink,2020-06-11,56
23.0,Potomac Early Yellow,2020-06-11,54
23.0,Potomac Early White,2020-06-12,49
23.0,Potomac Early Pink,2020-06-13,53
10.0,Potomac Early Rosse,2020-06-13,54
10.0,Potomac Crimson,2020-06-13,61
23.0,Potomac Early Pink,2020-06-13,53
23.0,Potomac Early White,2020-06-16,49
23.0,Potomac Early White,2020-06-16,45
23.0,Potomac Early White,2020-06-16,49
23.0,Potomac Early Pink,2020-06-16,52
10.0,Potomac Crimson,2020-06-16,58
10.0,Potomac Crimson,2020-06-16,56
23.0,Potomac Early White,2020-06-17,48
23.0,Potomac Early Pink,2020-06-17,50
23.0,Potomac Early Pink,2020-06-17,50
10.0,Potomac Crimson,2020-06-18,56
23.0,Potomac Early Pink,2020-06-18,51
23.0,Potomac Early Pink,2020-06-18,50
23.0,Potomac Early White,2020-06-18,47
23.0,Potomac Early White,2020-06-19,46
23.0,Potomac Early Pink,2020-06-19,54
23.0,Potomac Early Pink,2020-06-19,54
23.0,Potomac Early Yellow,2020-06-20,48
23.0,Potomac Early White,2020-06-20,41
23.0,Potomac Early Orange,2020-06-20,46
23.0,Potomac Early Pink,2020-06-22,57
23.0,Potomac Early White,2020-06-22,45
23.0,Potomac Early Pink,2020-06-22,51
10.0,Potomac Early Rosse,2020-06-23,50
10.0,Potomac Early White,2020-06-23,44
10.0,Potomac Crimson,2020-06-23,58
10.0,Potomac Early Pink,2020-06-23,49
10.0,Potomac Early Pink,2020-06-23,49
23.0,Potomac Early White,2020-06-23,45
10.0,Potomac Crimson,2020-06-24,57
10.0,Potomac Crimson,2020-06-24,57
10.0,Potomac Early Yellow,2020-06-25,42
10.0,Potomac Early White,2020-06-26,42
10.0,Potomac Early Pink,2020-06-26,48
10.0,Potomac Crimson,2020-06-27,56
10.0,Potomac Early Yellow,2020-06-27,45
10.0,Potomac Early Pink,2020-06-27,47
10.0,Potomac Early White,2020-06-30,44
10.0,Potomac Early White,2020-06-30,43
10.0,Potomac Early White,2020-06-30,43
10.0,Potomac Early Yellow,2020-07-01,43
10.0,Potomac Early Pink,2020-07-01,43
10.0,Potomac Crimson,2020-07-01,55
10.0,Potomac Early White,2020-07-02,42
10.0,Potomac Crimson,2020-07-03,57
10.0,Potomac Early Pink,2020-07-03,47
10.0,Potomac Early White,2020-07-03,41
10.0,Potomac Early White,2020-07-03,41
10.0,Potomac Early Yellow,2020-07-03,46
10.0,Potomac Early Pink,2020-07-04,51
10.0,Potomac Early White,2020-07-06,43
10.0,Potomac Early White,2020-07-06,43
10.0,Potomac Early White,2020-07-06,43
10.0,Potomac Early White,2020-07-07,42
10.0,Potomac Early Pink,2020-07-07,48
10.0,Potomac Early White,2020-07-07,44
10.0,Potomac Early White,2020-07-08,43
30.0,Potomac Crimson,2020-07-08,57
30.0,Potomac Early White,2020-07-09,47
30.0,Potomac Crimson,2020-07-09,56
30.0,Potomac Early Orange,2020-07-09,47
30.0,Potomac Early White,2020-07-11,45
30.0,Potomac Early Yellow,2020-07-11,51
30.0,Potomac Early White,2020-07-13,43
30.0,Potomac Crimson,2020-07-14,59
30.0,Potomac Crimson,2020-07-14,57
30.0,Potomac Crimson,2020-07-14,57
30.0,Potomac Early White,2020-07-15,43
30.0,Potomac Early White,2020-07-15,41
30.0,Potomac Early Yellow,2020-07-15,45
30.0,Potomac Crimson,2020-07-16,61
30.0,Potomac Early White,2020-07-16,44
30.0,Potomac Crimson,2020-07-17,61
30.0,Potomac Early White,2020-07-17,43
30.0,Potomac Early Yellow,2020-07-17,48
30.0,Potomac Early White,2020-07-18,46
30.0,Potomac Early Yellow,2020-07-18,49
30.0,Potomac Early Yellow,2020-07-21,49
30.0,Potomac Crimson,2020-07-21,59
30.0,Potomac Crimson,2020-07-21,62
30.0,Potomac Crimson,2020-07-21,59
30.0,Potomac Early Yellow,2020-07-23,47
30.0,Potomac Early White,2020-07-25,45
30.0,Potomac Crimson,2020-07-25,58
30.0,Potomac Early Yellow,2020-07-25,49
30.0,Potomac Crimson,2020-07-27,58
30.0,Potomac Crimson,2020-07-27,64
30.0,Potomac Early Yellow,2020-07-27,50
30.0,Potomac Early White,2020-07-28,49
30.0,Potomac Early Rosse,2020-07-28,52
30.0,Potomac Early White,2020-07-28,49
30.0,Potomac Early White,2020-07-29,48
30.0,Potomac Early Orange,2020-07-29,48
30.0,Potomac Early White,2020-07-29,44
30.0,Potomac Early Orange,2020-07-29,48
30.0,Potomac Early White,2020-07-30,47
30.0,Potomac Early Orange,2020-07-30,47
30.0,Potomac Crimson,2020-07-30,55
30.0,Potomac Early Orange,2020-07-30,47
16.0,Potomac Early Yellow,2020-07-31,54
16.0,Potomac Early Yellow,2020-07-31,53
16.0,Potomac Early Yellow,2020-08-01,49
16.0,Potomac Early White,2020-08-05,48
16.0,Potomac Early White,2020-08-05,48
22.0,Potomac Early White,2020-08-06,53
22.0,Potomac Early White,2020-08-06,53
16.0,Potomac Early Pink,2020-08-06,51
22.0,Potomac Early Pink,2020-08-08,53
22.0,Potomac Early White,2020-08-10,49
22.0,Potomac Early White,2020-08-10,49
22.0,Potomac Early White,2020-08-10,49
22.0,Potomac Early Orange,2020-08-10,49
22.0,Potomac Early Pink,2020-08-11,51
22.0,Potomac Early White,2020-08-11,48
22.0,Potomac Early White,2020-08-11,48
22.0,Potomac Early White,2020-08-11,48
22.0,Potomac Early White,2020-08-12,48
22.0,Potomac Early White,2020-08-12,48
22.0,Potomac Early White,2020-08-13,49
22.0,Potomac Early Pink,2020-08-13,55
22.0,Potomac Early Yellow,2020-08-14,54
22.0,Potomac Early Pink,2020-08-14,55
22.0,Potomac Early Orange,2020-08-14,50
22.0,Potomac Early White,2020-08-14,48
22.0,Potomac Early White,2020-08-17,40
22.0,Potomac Early White,2020-08-17,40
22.0,Potomac Early White,2020-08-18,51
22.0,Potomac Early White,2020-08-18,39
22.0,Potomac Early White,2020-08-18,39
22.0,Potomac Early White,2020-08-18,51
22.0,Potomac Early White,2020-08-18,50
22.0,Potomac Early Orange,2020-08-19,50
22.0,Potomac Early Orange,2020-08-20,37
22.0,Potomac Early White,2020-08-20,37
22.0,Potomac Early Orange,2020-08-20,49
22.0,Potomac Early White,2020-08-21,48
22.0,Potomac Early Orange,2020-08-22,47
22.0,Potomac Early White,2020-08-24,33
22.0,Potomac Early White,2020-08-24,50
10.0,Potomac Early Rosse,2020-08-25,52
10.0,Potomac Crimson,2020-08-25,63
10.0,Potomac Crimson,2020-08-26,62
10.0,Potomac Early Yellow,2020-08-29,48
10.0,Potomac Early Pink,2020-08-29,51
10.0,Potomac Early White,2020-08-31,47
10.0,Potomac Early Pink,2020-08-31,49
10.0,Potomac Crimson,2020-09-01,63
10.0,Potomac Crimson,2020-09-01,69
10.0,Potomac Early Rosse,2020-09-01,55
10.0,Potomac Early Yellow,2020-09-01,48
10.0,Potomac Early Pink,2020-09-02,53
10.0,Potomac Early White,2020-09-02,47
10.0,Potomac Early Yellow,2020-09-02,47
10.0,Potomac Early White,2020-09-03,46
10.0,Potomac Crimson,2020-09-03,65
10.0,Potomac Early Pink,2020-09-04,47
10.0,Potomac Early White,2020-09-04,45
10.0,Potomac Early White,2020-09-04,45
10.0,Potomac Early White,2020-09-04,45
10.0,Potomac Early White,2020-09-05,45
10.0,Potomac Crimson,2020-09-05,63
10.0,Potomac Early White,2020-09-07,44
10.0,Potomac Early White,2020-09-07,47
10.0,Potomac Early White,2020-09-07,44
10.0,Potomac Crimson,2020-09-07,63
10.0,Potomac Crimson,2020-09-07,63
10.0,Potomac Early Pink,2020-09-07,49
30.0,Potomac Crimson,2020-09-09,62
10.0,Potomac Early White,2020-09-09,46
10.0,Potomac Early White,2020-09-10,46
10.0,Potomac Early White,2020-09-10,46
10.0,Potomac Early White,2020-09-10,46
10.0,Potomac Early White,2020-09-11,53
10.0,Potomac Early Yellow,2020-09-11,54
30.0,Potomac Early Yellow,2020-09-14,52
30.0,Potomac Crimson,2020-09-14,64
10.0,Potomac Early White,2020-09-14,42
10.0,Potomac Early White,2020-09-14,50
30.0,Potomac Early White,2020-09-15,49
30.0,Potomac Crimson,2020-09-15,63
30.0,Potomac Early Orange,2020-09-16,48
30.0,Potomac Early Yellow,2020-09-16,51
30.0,Potomac Early Orange,2020-09-16,51
30.0,Potomac Early Orange,2020-09-16,48
30.0,Potomac Early White,2020-09-17,47
30.0,Potomac Crimson,2020-09-18,67
30.0,Potomac Early White,2020-09-18,49
30.0,Potomac Early White,2020-09-18,49
30.0,Potomac Early Yellow,2020-09-19,52
30.0,Potomac Early White,2020-09-21,50
30.0,Potomac Crimson,2020-09-21,64
30.0,Potomac Early Yellow,2020-09-21,56
30.0,Potomac Early Yellow,2020-09-23,57
30.0,Potomac Crimson,2020-09-23,57
30.0,Potomac Crimson,2020-09-24,63
30.0,Potomac Early White,2020-09-25,54
30.0,Potomac Early White,2020-09-25,47
30.0,Potomac Early White,2020-09-25,54
30.0,Potomac Early Orange,2020-09-28,49
30.0,Potomac Early Yellow,2020-09-28,56
30.0,Potomac Early White,2020-09-28,51
30.0,Potomac Early White,2020-09-28,51
30.0,Potomac Early White,2020-09-28,51
16.0,Potomac Crimson,2020-09-29,65
30.0,Potomac Early Yellow,2020-10-01,51
30.0,Potomac Early Yellow,2020-10-02,53
30.0,Potomac Early Yellow,2020-10-05,58
30.0,Potomac Early Pink,2020-10-05,51
30.0,Potomac Early White,2020-10-06,51
16.0,Potomac Early White,2020-10-07,50
16.0,Potomac Early White,2020-10-07,51
16.0,Potomac Early White,2020-10-07,50
16.0,Potomac Early Yellow,2020-10-08,54
16.0,Potomac Early White,2020-10-08,48
22.0,Potomac Early White,2020-10-13,55
22.0,Potomac Early White,2020-10-13,53
22.0,Potomac Early Pink,2020-10-13,58
22.0,Potomac Early White,2020-10-13,53
22.0,Potomac Early White,2020-10-13,53
22.0,Potomac Early White,2020-10-13,53
22.0,Potomac Early White,2020-10-14,54
22.0,Potomac Early White,2020-10-14,54
22.0,Potomac Early White,2020-10-14,52
22.0,Potomac Early White,2020-10-15,53
22.0,Potomac Early White,2020-10-15,54
30.0,Potomac Early Yellow,2020-10-15,56
22.0,Potomac Early White,2020-10-15,54
22.0,Potomac Early White,2020-10-15,55
30.0,Potomac Early Pink,2020-10-15,61
22.0,Potomac Early White,2020-10-16,52
22.0,Potomac Early White,2020-10-17,53
22.0,Potomac Early White,2020-10-17,53
22.0,Potomac Early White,2020-10-17,52
22.0,Potomac Early Rosse,2020-10-17,61
22.0,Potomac Early White,2020-10-17,55
22.0,Potomac Early Pink,2020-10-17,54
22.0,Potomac Early White,2020-10-20,55
22.0,Potomac Early White,2020-10-20,53
22.0,Potomac Early White,2020-10-20,55
22.0,Potomac Early White,2020-10-20,55
22.0,Potomac Early White,2020-10-22,57
22.0,Potomac Early White,2020-10-22,55
22.0,Potomac Early Orange,2020-10-22,53
22.0,Potomac Early White,2020-10-23,54
22.0,Potomac Early White,2020-10-23,52
22.0,Potomac Early Rosse,2020-10-24,65
22.0,Potomac Early White,2020-10-26,49
22.0,Potomac Early White,2020-10-28,51
22.0,Potomac Early White,2020-10-28,55
22.0,Potomac Early White,2020-10-29,55
22.0,Potomac Early Orange,2020-10-29,55
22.0,Potomac Early White,2020-10-30,47
22.0,Potomac Early Rosse,2020-10-30,62
22.0,Potomac Early White,2020-10-30,54
22.0,Potomac Early Rosse,2020-11-04,64
42.0,Potomac Early Rosse,2020-11-07,63
22.0,Potomac Early White,2020-11-10,44
22.0,Potomac Early White,2020-11-10,53
42.0,Potomac Early Orange,2020-11-16,57
42.0,Potomac Early Rosse,2020-11-16,59
42.0,Potomac Early Orange,2020-11-17,56
42.0,Potomac Early Yellow,2020-11-17,57
42.0,Potomac Early Rosse,2020-11-17,58
42.0,Potomac Early Yellow,2020-11-17,61
42.0,Potomac Crimson,2020-11-18,69
42.0,Potomac Early Rosse,2020-11-19,65
42.0,Potomac Early Rosse,2020-11-19,61
42.0,Potomac Early Yellow,2020-11-20,64
42.0,Potomac Early Rosse,2020-11-20,62
42.0,Potomac Early Rosse,2020-11-20,66
42.0,Potomac Early Pink,2020-11-21,59
42.0,Potomac Early Rosse,2020-11-21,61
42.0,Potomac Early Rosse,2020-11-21,61
42.0,Potomac Early Pink,2020-11-23,57
42.0,Potomac Early Pink,2020-11-23,59
42.0,Potomac Early Pink,2020-11-23,57
42.0,Potomac Early Pink,2020-11-23,57
42.0,Potomac Crimson,2020-11-24,63
42.0,Potomac Early Yellow,2020-11-24,58
42.0,Potomac Early Rosse,2020-11-24,58
42.0,Potomac Early Rosse,2020-11-25,65
42.0,Potomac Early White,2020-11-25,54
42.0,Potomac Early White,2020-11-26,53
42.0,Potomac Early White,2020-11-26,53
42.0,Potomac Early White,2020-11-27,53
42.0,Potomac Early White,2020-11-27,53
42.0,Potomac Early White,2020-11-27,52
42.0,Potomac Early Orange,2020-11-27,53
42.0,Potomac Early White,2020-11-27,52
42.0,Potomac Early White,2020-11-27,53
42.0,Potomac Early Pink,2020-11-30,47
42.0,Potomac Early White,2020-11-30,54
42.0,Potomac Early White,2020-11-30,50
42.0,Potomac Early White,2020-11-30,50
42.0,Potomac Early White,2020-11-30,50
42.0,Potomac Early Pink,2020-11-30,57
42.0,Potomac Early White,2020-11-30,50
42.0,Potomac Early Pink,2020-11-30,54
42.0,Potomac Early Orange,2020-11-30,52
42.0,Potomac Early Pink,2020-11-30,57
42.0,Potomac Early Pink,2020-11-30,53
28.0,Potomac Early Yellow,2020-12-01,58
42.0,Potomac Early Pink,2020-12-01,53
28.0,Potomac Crimson,2020-12-01,50
28.0,Potomac Early Pink,2020-12-01,57
28.0,Potomac Early Yellow,2020-12-01,53
42.0,Potomac Early White,2020-12-01,49
42.0,Potomac Early White,2020-12-01,45
42.0,Potomac Early Pink,2020-12-01,56
42.0,Potomac Early Pink,2020-12-01,53
28.0,Potomac Early Pink,2020-12-01,57
28.0,Potomac Early White,2020-12-02,51
28.0,Potomac Early Pink,2020-12-02,56
28.0,Potomac Early White,2020-12-02,51
28.0,Potomac Early White,2020-12-02,53
28.0,Potomac Early Yellow,2020-12-02,59
28.0,Potomac Early White,2020-12-02,51
28.0,Potomac Early Pink,2020-12-02,56
28.0,Potomac Early White,2020-12-03,52
28.0,Potomac Early Pink,2020-12-03,58
28.0,Potomac Early Pink,2020-12-04,55
28.0,Potomac Early White,2020-12-04,51
28.0,Potomac Early White,2020-12-04,49
28.0,Potomac Early Pink,2020-12-04,54
28.0,Potomac Crimson,2020-12-04,67
28.0,Potomac Crimson,2020-12-04,66
28.0,Potomac Early White,2020-12-05,50
28.0,Potomac Early White,2020-12-07,50
28.0,Potomac Early White,2020-12-07,50
28.0,Potomac Early Pink,2020-12-07,57
28.0,Potomac Early White,2020-12-07,48
28.0,Potomac Early Pink,2020-12-07,57
28.0,Potomac Early Pink,2020-12-07,52
28.0,Potomac Early White,2020-12-08,42
28.0,Potomac Early White,2020-12-08,49
28.0,Potomac Early White,2020-12-08,47
28.0,Potomac Crimson,2020-12-09,65
28.0,Potomac Crimson,2020-12-10,67
28.0,Potomac Crimson,2020-12-10,64
30.0,Potomac Early Orange,2020-12-11,54
30.0,Potomac Early Yellow,2020-12-14,56
30.0,Potomac Crimson,2020-12-15,64
30.0,Potomac Early White,2020-12-18,48
30.0,Potomac Early White,2020-12-21,50
30.0,Potomac Early Yellow,2020-12-21,57
30.0,Potomac Early White,2020-12-22,49
30.0,Potomac Early Yellow,2020-12-23,56
30.0,Potomac Crimson,2020-12-23,63
30.0,Potomac Crimson,2020-12-23,63
30.0,Potomac Early Yellow,2020-12-24,57
30.0,Potomac Crimson,2020-12-24,62
30.0,Potomac Crimson,2020-12-28,63
30.0,Potomac Early Yellow,2020-12-28,57
30.0,Potomac Early Pink,2020-12-29,56
30.0,Potomac Early Yellow,2020-12-30,54
70.0,Can Can,2021-01-04,68
70.0,Delirock,2021-01-04,70
70.0,Delirock,2021-01-04,70
70.0,Can Can,2021-01-04,67
70.0,Can Can,2021-01-04,67
70.0,Can Can,2021-01-04,70
70.0,Can Can,2021-01-04,68
41.0,Purple Monarch,2021-01-04,74
70.0,Can Can,2021-01-04,67
70.0,Melrose,2021-01-04,65
70.0,Aneto,2021-01-04,66
70.0,Can Can,2021-01-04,67
22.0,Potomac Crimson,2021-01-04,64
70.0,Melrose,2021-01-04,65
70.0,Melrose,2021-01-04,65
70.0,Brazilian,2021-01-04,65
70.0,Whatsapp,2021-01-04,73
70.0,Can Can,2021-01-04,67
70.0,Whatsapp,2021-01-04,73
70.0,Whatsapp,2021-01-04,72
41.0,Chelsea,2021-01-04,77
30.0,Potomac Early Orange,2021-01-04,56
70.0,Can Can,2021-01-04,67
70.0,Can Can,2021-01-04,67
70.0,Can Can,2021-01-04,68
70.0,Can Can,2021-01-04,67
70.0,Felina,2021-01-04,66
41.0,Chelsea,2021-01-04,77
41.0,Chelsea,2021-01-04,74
30.0,Potomac Early Pink,2021-01-04,56
70.0,Aneto,2021-01-04,63
70.0,Aneto,2021-01-04,63
70.0,Aneto,2021-01-04,63
63.0,Alma,2021-01-04,63
30.0,Potomac Early Yellow,2021-01-04,56
41.0,Tara,2021-01-04,77
41.0,Tara,2021-01-04,77
41.0,Tara,2021-01-04,77
41.0,Tara,2021-01-04,72
30.0,Potomac Early Yellow,2021-01-04,56
70.0,Sweet Dreams,2021-01-04,70
41.0,Tara,2021-01-04,79
41.0,Tara,2021-01-04,77
41.0,Chelsea,2021-01-04,77
63.0,Paintball Sunny,2021-01-04,70
41.0,Chelsea,2021-01-04,77
70.0,Felina,2021-01-04,67
41.0,Chelsea,2021-01-04,77
63.0,Alma,2021-01-04,63
63.0,Alma,2021-01-04,63
70.0,Felina,2021-01-04,66
63.0,Alma,2021-01-04,64
30.0,Potomac Early White,2021-01-04,49
41.0,Tara,2021-01-04,77
61.0,Zumba,2021-01-05,63
41.0,Chelsea,2021-01-05,76
27.0,Delirock Pink,2021-01-05,70
70.0,Mont Blanc,2021-01-05,64
27.0,Skylie,2021-01-05,63
61.0,Veronica,2021-01-05,62
41.0,Tara,2021-01-05,76
61.0,Veronica,2021-01-05,62
61.0,Veronica,2021-01-05,62
43.0,Tara,2021-01-05,77
43.0,Tara,2021-01-05,77
27.0,Candy Crush Mint,2021-01-05,63
70.0,Whatsapp,2021-01-05,72
27.0,Lucy,2021-01-05,56
27.0,Delirock Pink,2021-01-05,72
70.0,Paintball Sunny,2021-01-05,72
70.0,Felina,2021-01-05,66
66.0,Brazuca,2021-01-05,71
70.0,Whatsapp,2021-01-05,72
70.0,Whatsapp,2021-01-05,72
70.0,Paintball Sunny,2021-01-05,71
70.0,Paintball Sunny,2021-01-05,71
70.0,Whatsapp,2021-01-05,72
70.0,Paintball Sunny,2021-01-05,71
61.0,Zumba,2021-01-05,63
30.0,Potomac Early Yellow,2021-01-05,56
70.0,Airbrush,2021-01-05,64
43.0,Tara,2021-01-05,77
63.0,Champagne Yellow,2021-01-05,66
70.0,Airbrush,2021-01-05,64
43.0,Tara,2021-01-05,77
43.0,Tara,2021-01-05,77
43.0,Tara,2021-01-05,77
43.0,Tara,2021-01-05,77
43.0,Tara,2021-01-05,77
43.0,Tara,2021-01-05,77
43.0,Tara,2021-01-05,72
43.0,Tara,2021-01-05,72
43.0,Tara,2021-01-05,77
